Response ID,Date submitted,Last page,Start language,Seed,Date started,Date last action,Gender,Age,Consent,Basket,Cheese,Cloud,Liquid,Nail,Cat,Dog ,Horse,Domestic,Hood,Routine,Symbol,Corridor,Peace,Ladder,Elephant,Dizzy,Poison,Hay,Mathematics,Giraffe,Squirrel,Echo,Bean,Lilac,Mouse,Tiger,Yellow,Orange,Black,Red,Grey,Blue,Brown,White,Beige,Green,Pink,Violet,Turquoise,Interest,Amusement,Pride,Joy,Contentment,Admiration,Love,Relief,Compassion,Purple,Pleasure,Sadness,Guilt,Regret,Shame,Disappointment,Maroon ,Fear,Disgust,Contempt,Hate,Anger,Profession,Native_language,Fluency,Fluency_other,Country_origin,Country_residence
2871,2021-05-23 07:29:06,65,en,,2021-05-23 06:51:50,2021-05-23 07:29:06,Female,34,Yes,Cane tan weave,Yellow soft delicious,Rain dark grey,Runny clear blue,Grey wood hammer,Emma tabby kitten,Bark tongue tail,Tail Maine horseshoe,Broom house floor,Jumper rapper bonnet,Regimented order list,@ ! ?,Narrow brown long,Fingers hippy seventies,Climb steps wood,Grey big trunk,Spinning delirious sick,Green bad nasty,Farm tractor feed,Numbers graph addition,Tall yellow orange,Fluffy tail grey,Hills sounds high,Green food eat,Purple flower colour,Dirty small tail,Yellow orange big,Sun bright happy,Fruit citrus peel,Dark sad alone,Anger heart chocolate,Clouds sad colour,Colour sky calm,Poo yuck dirt,Room walls cloud,Underwear boring plain,Envy jealousy monster,Love girl smile,Purple flower grandma,Green port ocean,Bank joy thought,Funny park clown,Tall happy accomplishment,Happy yellow smile,Family happy comfortable,Proud children parents,Red heart happy,Relax calm phew,Love empathy blue,Circle colour grandma,Happy bright sexual,Tears upset blue,Green shame sad,Shame sad loss,Embarrassment sad bad,Frustration grey frown,Five colour purple,Scared horror heights,Angry green sneer,Bad sly black,Red rage anger,Red rage frown,Administration Clerk,Australian,8 (Fluent),,Australia,Australia
2872,2021-05-23 07:42:24,65,en,,2021-05-23 07:12:06,2021-05-23 07:42:24,Female,44,Yes,Treats,Yuk,Watching,Water,Finger,Yuk!,Fun,Beautiful,Chores,Rough,Boring,Sign,Long,Calm,Climb,Big,Spinning,Alice Cooper,Bail,Hard,Beautiful,Cute,Valley,Jelly,Lovely,No,Print,Sunshine,Bright,Dark,Riding hood,Sad,Sky,Earth,Pure,Boring,Leaves,Glitter,Child,Purple,Fun,Arcade,Gay,Happiness,Happy,Joy,Happy,Free,Loving,Haze,Pain,Cry,Tummy,Sadness,Guilt,Sad,Moron,Scared,Gross,Disdain,Sad,Cross,Child care,English,8 (Fluent),,England,Australia
2873,2021-05-23 08:17:39,65,en,,2021-05-23 07:41:28,2021-05-23 08:17:39,Female,44,Yes,"Case, eggs, apples","Yum, squares, platter","Sky, rain, fluffy","Water, milk, pour","Hammer, fix, wood","Arrogant, skulking, allergy","Wag, furry, happy","Ride, saddle, hay","Goddess, violence, cleaning","Cold, hat, casual","Time, repeat, organisation","Picture, represent, meaningful","Passage, hallway, entrance","Calm, harmony, lily","Climb, roof, gutter","Big, heavy, African","Head, light, vague","Swallow, danger, restrict","Horses, farm, barn","Numbers, thinking, problem solving","Tall, Africa, lion","Tree, nuts, America","Valley, repeat, again","Mr Bean, green, vegetables","Purple, flower, pale","Rodent, pest, germs","Stripes, cat, jungle","Sunflower, bee, bright","Bright, juicy, fruit","Dark, night, pitch","Blood, heart, stop","Black, white, bland","Sky, eyes, happy","Hair, eyes, chocolate","Clean, pure, bright","Boring, plain, biscuit","Trees, grass, fresh","Red, white, flower","Name, purple, dark","Teal, sea, green","Appealing, eye-catching, focused","Park, laughing, entertained","Achievement, delight, parents","Happy, Christmas, name","Peace, happy, satisfied","Like, emulate, aspire","Happy, caring, family","Grateful, break, respite","Understanding, care, empathy","Red, blue, violet","Delight, enjoy, like","Tears, broken, quiet","Regret, shame, embarrassed","Dread, anxious, worried","Regret, dread, sad","Sad, let down, unwanted","Red, beetroot, dark","Scared, worried, danger","Yucky, gross, foul","Arrogant, stuck up, annoying","Dislike, bitter, anger","Mad, aggression, fuming",Teacher,English,8 (Fluent),,Australia,Australia
2875,2021-05-23 10:12:01,65,en,,2021-05-23 09:58:52,2021-05-23 10:12:01,Female,27,Yes,Laundry ball caine,Mouse swisse holes,Fluffy sky heaven,Alcohol water pour,File paint hammer,Fluffy whiskers snappy,Big fluffy happy,Bug teeth farm,Home violence pet,Gangster jumper,Baby timetable repeatative,Text wording instrument,Long school lockers,Dove symbol together,Tall steps balance,Heavy grey big,Drunk balance spin,Danger toxic burn,Farm yellow straw,Numbers multiplication hate,Tall spots neck,Cute america teeth,Whisper sound vibration,Food Green long,Lavendar colour muted,House cheese gross,Stripes fast jungle,Sun happy bright,Fruit colour bright,Dark heavy colour,Riding hood colour anger,Dark sky rain,Calm cool water,Colour poo mud,Snow colour clean,Colour neutral dress,Spinach colour grass,Artist music colour,Colour peaceful flower,Colour cool water,Hobbies likes dislikes,Park funny fun,Gay happiness proud,Emotion feeling happy,Peace balance happy,Love look up to,Happiness fuzzy warm,Weight sigh chest,Feeling nice help,Dark flowers colour,Sex food chocolate,Tears depressed emotion,Emotion sad heavy,Sad guilt emotion,Guilt emotion sad,Bleh lost feeling,Colour dark,Scared alone pit,Horrid putrid bad,Blank,Anger emotion horrible,Emotion heavy rage,Student support worker,English,8 (Fluent),,Australia,Australia
2877,2021-05-23 10:56:39,65,en,,2021-05-23 10:36:03,2021-05-23 10:56:39,Male,42,Yes,"weave, wicker, brown","holes, yellow, texture","grey, rain, fluffy","water, drop, blue","nine, inch, tool","purr, whisker, fur","mull, smelly, nose","ride, jump, brown","chore, house, partner","Robin, coal, kid","shop, car, day","Led Zepplin, plant, arcana","university, long, bleak","quiet, war, poppies","step, rung, shape","grey, trunk, hoof","spin, song, twirl","liquid, murky, assassin","day, grass, meadow","plus, minus, numbers","tall, neck, spots","nut, hazelnut, tree","duck, quack, cave","Mr, green, runner","flower, purple, smell","squeak, furry, nose","orange, black, stripe","sun, flower, sparkle","fruit, segment, juice","coal, night, dark","anger, resentment, well","cloud, sky, plane","sky, trousers, bus","shit, dirt, earth","daisy, sheet, face","Belguim, brown, trousers","field, grass, lizard","flower, rose, white","Purple, flower, sweet","blue, green, sea","money, repayment, boredom","arcade, slots, lights","joy, lion, fierce","jump, spring, dance","sit, porch, tea","admiral, grin, proud","joy, family, friend","burden, pain, ache","break, money, nun","maroon, violet, face","happy, field, green","cry, shame, sulk","shame, prison, poison","seething, shame, compensation","sulk, guilt, embarrass","cry, shame, sulk","desert, island, purple","scared, dark, snake","sick, slop, shit","anger, seething, regret","speech, Hitler, war","red, shout, cross",Data Analyst,English,8 (Fluent),,England,England
2879,2021-05-23 12:10:32,65,en,,2021-05-23 11:56:19,2021-05-23 12:10:32,Female,43,Yes,Supermarket,Dairy,Sky,Water,Polish,Cute,Love,Racing,Home,Raining,Same,Punctuation,Tunnel,Happiness,High,Tusks,Spinning,Death,Farmers,Numbers,Tall,Nuts,Tunnel,Baked,Purple,Cute,Stripes,Bright,Citrus,Dark,Bright,Dull,Sky,Earthy,Bright,In between,Nature,Girls,Pretty,Sea,Attention,Laughing,Joy,Happiness,Happy,Aspire,Heart,Happy,Hugs,Flowers,Happy,Tears,Sadness,Sadness,Pity,Sad,Red,Scared,Sick,Disrespect,Anger,Pain,Unemployed,English,8 (Fluent),,England,England
2880,2021-05-23 12:15:59,65,en,,2021-05-23 12:01:53,2021-05-23 12:15:59,Female,35,Yes,Weaving straw press,Yum mouse yellow,Grey sky float,Fluid water drop,Polish cut hammer,Feline purr pat,Pet pant fur,Neigh hoof hay,Housewife airline task,Hoodie rain parka,Autism stable nice,Ring sign religion,Hallway school doors,Gaza Iran dove,Stocking fall roof,Grey huge trunk,Spin sick round,Toxin death liver,Farm dry yellow,Sums multiply school,Neck tongue zoo,Chipmunk nut tree,Sound noise yes,Beanstalk grow plant,Purple flower rainbow,Rat droppings rodent,Stripe list roar,Happy lemon towel,Fruit colour peel,Dark chic empty,Angry hot fire,Elephant sky black,Red colour sad,Poo colour beige,Pure empty blank,Boring brown blah,Tree grass celery,Cheeks red white,Pink purple rainbow,Green blue ocean,Bank compounding accounts,Park entertainment games,Proud rainbow prejudice,Smile fun happy,Happiness satisfied smile,Respect great resume,Warm sex kind,Drought toilet aaaah,Kindness feeling project,Red blue bruise,Joy smile love,Melancholy frown tears,Sorry jail jury,Sad shame sorry,Regret blush sad,Sadness letdown frown,Brown red colour,Frighten run freeze,Yuck smell gross,Snigger laugh nasty,Speech mail love,Red yell scary,Doctor,English,8 (Fluent),,Australia,Australia
2883,2021-05-23 14:34:08,65,en,,2021-05-23 14:09:23,2021-05-23 14:34:08,Male,76,Yes,Ball shopping goods,Cheddar gorge Gouda,Sky apple rain,Soap water metal,Finger point polish,Miaow big purr,Hate bark crap,Saddle gallop rein,Violence tasks rage,Robin Ali monk,Work journey task,Sign computer stand,Passage Berlin alleyway,War process nik,Elevate climb folding,Trunk grey huge,Spinning Gillespie top,Gift Alnwick nightshade,Sneeze fever wain,Complex numbers philosophy,Tall acacia Africa,Nuts park rat,Hear gallery noise,Sprout tin old,Shirt flower pastel,Topo squeak tail,Stripe favourite cat,Banana sun oilskin,Peel county order,Hole night market,Warning light district,Day sky elephant,Azure RAF favourite,Bear shoes socks,Paste paper noise,Brown boring old,Light grass tree,Trousers happy hands,Clark Richard balls,Colour blue green,Deep abiding absorbed,Fair stall laughter,Achievement yourself lions,Unalloyed absence critic,Happy stable OK,Lack skill music,You wife beer,Threat thanks happy,Shoes lack essential,Regal favourite girls,Happiness children beach,Wept hatred tears,Unhappy lasting effect,Sorrow rsvp sorry,Sorrow apology ashes,Awful sense negative,Island reddish rocket,Afraid not unknown,Sick Tory puke,Hatred filth politicians,Love tattoo people,Ire cross mad,Retired business consultant,English,8 (Fluent),,UK,UK
2884,2021-05-23 14:56:27,65,en,,2021-05-23 14:46:01,2021-05-23 14:56:27,Female,32,Yes,Picnic,Pizza,Sky,Water,Manicure,Mouse,Friend,Ride,Abuse,Jumper,Morning,Icon,Hallway,Quiet,Social,Trunk,Headache,Apple,Bale,Numbers,Neck,Nuts,Shadow,Jelly,Flowers,Trap,Stripes,Sun,Fruit,Clothes,Lipstick,Neutral,Jeans,Bear,Privilege,Boring,Eco,Pretty,Shoes,Sea,Hobby,Laughter,Passion,Happiness,Bliss,Worship,Complete,Pain,Care,Rain,Button,Tears,Food,Memory,Depression,Shame,Jumper,Loathing,Distaste,Passive,Spite,Frustration,Teacher,Englisg,8 (Fluent),,England,England
2885,2021-05-23 15:46:53,65,en,,2021-05-23 15:26:06,2021-05-23 15:46:53,Female,73,Yes,Eggs,Board,Sky,Thirst,Scissors,Fur,Walk,Gallop,Chores,Rain,Good,Music,Narrow,Quiet,Work,Grey,Spin,Avoid,Stack,School,Tall,Tree,Sound,Jump,Bush,Cat,Handsome,Sun,Juice,White,Danger,Clouds,Denim,Wood,Snow,Trousers,Grass,Skin,Flowers,Sea,Curiosity,Outing,Fall,Family,Sleep,Studies,Heart,Pain,Empathy,Crocus,Reading,Tears,Remorse,Memories,Fear,Feeling,School,Anxiety,Litter,Person,Love,Words,Retired,English,8 (Fluent),,United Kingdom,Scotland
2886,2021-05-23 15:42:38,65,en,,2021-05-23 15:26:19,2021-05-23 15:42:38,Female,32,Yes,fruit carry shopping,holey cut yum,sky white evaporation,drink tea runny,polish hammer cut,hayfever sneeze hair,woof puppy brown,riding saddle brown,violence abuse duties,clothing robin car,order rhythm structure,instrument representation display,long dark hallway,calm settled ease,tall up climb,trunk grey big,spinning vestibular ears,ivy poisonous snake,horse farm stack,school good numbers,tall africa animal,nuts tail chase,sound bats cave,magic cake broad,colour purple flower,tiny squeak tail,stripes animal roar,sun banana egg,fruit mandarin texta,widow spider colour,anger love blood,sky pants colour,ocean deep sky,colour biscuits poo,dress clouds dove,neutral tone wall,trees frog turtle,flower yellow roses,purple colour rainbow,pretty blue green,interested money shared,park funny laugh,proud strong lion,happy delighted song,calm happy peace,admire proud achieve,you family kids,breath settled relieved,caring loving considerate,jelly flower colour,happy erotic nice,unhappy sad glum,regret sad uneasy,disappointed sad mind,feeling regret sadness,sad unhappy unexpected,colour red car,scared frightened worried,yuck unhappy disappointed,settled happy calm,you someone love,red angry frustrated,occupational therapist,english,8 (Fluent),,Australia,Australia
2888,2021-05-24 16:01:31,65,en,,2021-05-24 15:30:22,2021-05-24 16:01:31,Female,39,Yes,"Wicker, carry, picnic","Curds, cheddar, milk","Fluffy, white, sky","Fluid, runs, pours","Bar, varnish, scratch","Nip, meow, fur","Bone, cat, sit","Hooves, riding, shoes","Housekeeper, home, cleaner","Coat, rain, cloak","Morning, bedtime, organised","Image, mark, sign","Hall, door, entrance","Calm, safe, quiet","Climb, rungs, loft","Big, grey, ears","Faint, spinning, vertigo","Murder, drugs, harm","Meadow, grass, sunshine","Sums, school, adding","Tall, neck, Africa","Nuts, tail, climbing","Cave, tunnel, repeat","Jack, runner, legume","Purple, spring, flowers","Squeak, trap, rodent","Stripes, cat, prowl","Daffodils, sun, bright","Oranges, carrots, warmth","Dark, night, cat","Warm, berries, love","Rain, clouds, winter","Sea, sky, calm","Mud, poo. Chocolate","Snow, sheets, shirts","Bland, neutral, skin","Lawns, leaves, nature","Girlie, lips, hearts","Scent, sweets, flowers","Gems, holidays, exotic","Concentrate, fascinated, entertained","Fun, games, Park","Gay, congratulations, achievement","Happiness, Christmas, celebration","Happy, peaceful, relaxed","Look up to, respect, copy","Passion, care, support","Relax, grateful, calm","Kindness, respect, caring","Halloween, flowers, witches","Happy, beach, treat","Upset, Unhappy, grief","Shame, bad, dishonest","Sadness, upset, remorse","Guilt, failure, embarrassment","Let down, sad, disheartened","Burgundy, red,","Terror, frightened, run","Reviled, revulsion, yuck","Anger, hatred, disregard","Anger, aggression, bad","Cross, aggression, fight",Doctor,English,8 (Fluent),,England,England
2889,2021-05-24 17:20:20,65,en,,2021-05-24 16:57:36,2021-05-24 17:20:20,Female,58,Yes,Cherry red riding hood grandma,Holes yellow mouse,Soft white sky,Green detergent bottle,Finger hammer silver,Black sleek quick,Loyal distance fear,Brown tail teeth,Cat cleaner broom,Robin boy gangsta,Daily time safety,Dollar crown peace,Hall narrow long,Dove calm safe,Cling wooden fall,Grey big mouse,Kooky swing head,Bottle skull green,Straw sun warmth,Graph alien grid,Leaves neck print,Nuts tree paws,Bunny men lake raphealite,Long shiny count,Mauve scent grandma,Brown fur small,Cat stripes wild,Flower sun warm,Pitted round juice,Deep rich beautiful,China circle scarlet,Day Manchester weather,Lapis calm sad,Nut chocolate drink,Milk chalk bottle,Boring uninterested bland,Grass Ireland shamrock,Blush flower puff,Perfume glad fragile,Sea tranquil yes,News story attract,Wry smile funfair,Rainbow strong fall,Song expansive heart,Food warmth love,Graduation heart compassion,Heart connect feeling,Breath exhale yes,Heart hand other,Gown royal deep,Warmth sun sea,Loss tears wet,Heart heavy dragging,Never past sad,Eyes heavy remorse,Him pain reproach,Five burgundy jumper,Alone dark frightened,Venom anger contempt,Disgust sneer below,Anger powerlessness rage,Mad red hot,Curator,English,8 (Fluent),,Wales,Australia
2890,2021-05-25 10:54:59,65,en,,2021-05-25 10:26:15,2021-05-25 10:54:59,Female,27,Yes,Basketball,Grated,Unsure,Drink,Hammer,Scratch,Cat,Hay,Home life,Bonnet,On time,Action,Thin,Relax,Fix,Love,Dehydrated,Chemical,Feed,Smart,Tall,Animal,Caring,Baked,Pretty,Cheese,Airways,Bright,Fruit,White,Black,Sky,Sky,Poo,Light,Old,Plants,Purple,Pretty,Nice,Hobbies,Fun,Giving,Happy,Satisfied,Looking up,Heart,Relax,Care,Pink,Enjoying,Why,Conscious,Disappointed,Disappointed,Doing wrong,Colour,Scared,Disappointed,Good,Why,Why,Landscape gardener,English,8 (Fluent),,Australia,Australia
2893,2021-05-26 20:25:09,65,en,,2021-05-26 19:12:33,2021-05-26 20:25:09,Female,36,Yes,"Box, fruit, straw","Cheddar, mouse, board","Fluffy, sky, white","Washing, water, soap","Varnish, file, hammer","Mouse, dog, nap","Cat, bark, walk","rider, field, jockey","Cat, kitchen, home","Coat, jacket, umbrella","Boring, daily, operation","Chinese, maths, hieroglyph","Hall, hospital, hotel","Love, quite, war","Climb, stairs, step","Grey, Africa, India","Fairground, faint, sick","Ivy, arsenic, potion","Horse, farm, field","School, science, algebra","Safari, Africa, neck","Brown, nut, mammal","Shadow, sound, cave","Green, stalk, bag","Lavender, purple, feminine","Cat, trap, cheese","Lion, jungle, stripes","Bright, sunshine, buttercup","Juice, fruit, apple","White, cat, night","Lips, heart, blood","Sky, dreary, cloud","Boys, water, education","Bag, dog, sludge","Snow, blank, cloud","Drab, army, granny","Fingers, grass, garden","Pig, Barnier, girls","Lavender, flower, colour","Stone, colour, jewellery","Hobby, exciting, rate","Park, laugh, comedy","Lion, sin, shame","Happiness, fun, ride","Happiness, comfortable, satisfied","Love, respect, Like","Comfort, happiness, heart","Glad, happiness, rest","Empathy, kindness, charity","Plum, royal, rain","Enjoyment, happiness, sex","Upset, blue, pain","Shame, crime, apology","Sadness, disappointment, shame","Guilt, humiliation, embarrassment","Sadness, lose, pain","Five, red, dull","Disgust, phobia, ghost","Fear, recoil, dislike","Hate, anger, silence","Anger, crime, contempt","Argument, hate, shouting",Analyst,English,8 (Fluent),,England,England
2894,2021-05-26 20:46:25,65,en,,2021-05-26 20:31:25,2021-05-26 20:46:25,Male,50,Yes,Head,Monger,Out,Essence,Pin,Ball,Worry,Cart,Cat,Wink,Aquisition,Sign,Tube,Like,Lotto,Face,Steam,Ivy,Wain,Intricate,Neck,Sauce,Time,Pod,Time,Bane,Pad,Peril,Pip,Bean,Puce,Ghoul,Mood,Cow,Label,Flapping,Growth,Drink,Lilac,Dream,Focus,Merry,Tall,Film,Happy,Glance,Ly,Sigh,Care,Bruise,Warm,Bleak,Choke,Leisure,Fool,Deflate,Macaroon,Fur,Nubbin,Scorn,Burn,Fury,Generalist Adviser,English,8 (Fluent),,United Kingdom,United Kingdom
2895,2021-05-27 04:28:31,65,en,,2021-05-27 03:45:01,2021-05-27 04:28:31,Female,19,Yes,"Carry, ball, picnic","Food, snack, delicious","Sky, white, rain","Fluid, flowing, free","Hammer, tool, hand","Domestic, attitude, small","Pet, animal, puppy","Domestic, wild, uncontrolled","Home, trained, controlled","Cover, shelter, comfort","Structure, control, timeline","Meaningful, representation, significance","Pathway, home, windows","Quiet, undisturbed, alone","Tool, garden, tall","Safari, animal, Africa","Fuzzy, confusion, spinning","Death, unsafe, toxic","Grass, farming, feed","Education, intelligence, numbers","Soo, spots, tall","Cute, small, natural","Deep, resonating, distance","Food, small, legume","Pale, purple, pretty","Small, quiet, hidden","Wild, untamed, scary","Bright, sun, happiness","Fruit, autumn, bright","Dark, deep, unknown","Powerful, strong, danger","Clouds, winter, rain","Deep, ocean, sky","Dark, earth, natural","Bright, colourless, pale","Cream, colour, light","Grass, health, nature","Bright, colourful, fun","Pale, purple, blue","Sea, green, blue","Hobby, intelligence, learning","Humour, joy, enthralled","Strength, superiority, stance","Happiness, excitement, fulfilled","Safe, happiness, humble","Proud, approval, happiness","Happiness, safety, comfort","Sigh, breathe, safety","Kindness, consideration, empathy","Safe, bright, enjoy","Sharp, brief, joy","Despair, deep, emotional","Shame, emotional, despair","Despair, distrust, disbelief","Disgust, disbelief, unhappiness","Unlucky, disapproved, unfairness","Colour, red, deep-brown","Fright, phobia, scary","Gross, disbelief, mess","Disregard, careless, unworthy","Dislike, anger, jealousy","Red, madness, hate",University student,English,8 (Fluent),,Australia,Australia
2896,2021-05-27 03:56:57,65,en,,2021-05-27 03:48:30,2021-05-27 03:56:57,Male,19,Yes,case,yelloe,sky,water,hut,smal,smell,fast,local,car,organise,logo,hallway,beach,climb,big,headache,danger,farm,numbers,tall,animal,sound,stalk,colour,ferral,loud,sun,fruit,dark,fast,mood,sky,colour,paper,cream,colour,girls,colour,blue,fun,park,difficult,happy,happy,goals,people,pressure,love,colour,happy,tears,chocolate,never,regret,upset,colour,shake,hate,happy,people,upset,Student,English,8 (Fluent),,Australia,Australia
2898,2021-05-27 04:20:19,65,en,,2021-05-27 04:09:55,2021-05-27 04:20:19,Male,19,Yes,support,swiss,sun,water,hammer,dog,happiness,fast,homely,rap,calm,maths,room,relax,climb,big,faint,death,Bail,science,rhino,tree,echo,food,relaxing,cat,ferocious,blue,fruit,nothing,blue,white,favourite,bark,black,neutral,growth,light,purple,ocean,inquiry,laughter,beaming,dog,fulfilment,award,family,thankfulness,love,lavander,enjoyment,crying,shame,sadness,regret,regret,brown,cowradice,vile,satisfied,anger,bitterness,uni student,englidh,8 (Fluent),,Australia,Australia
2899,2021-05-27 04:31:43,65,en,,2021-05-27 04:15:49,2021-05-27 04:31:43,Male,19,Yes,"bread, bag, food","mouse, food, hungry","white, rain, sky","state, chemistry, ice","paint, dirt, polish","dog, mouse, bird","cat, animal, bone","animal, ride, large","home, violence, house","jumper, car, engine","path, consistent, time","sign, show, depict","hallway, narrow, door","quiet, sad, slow","step, height, roof","animal, sefari, trunk","fall, fun, drink","sick, die, hospital","grass, horse, cow","methods, specialist, calculus","animal, neck, spots","animal, tail, acorn","sound, cave, dark","pod, vegetable, green","flower, colour, nature","mice, mouth, cheese","animal, hunt, kill","sun, sky, flower","fruit, colour, sun","white, yellow, green","green, yellow, apple","blue, mouse, elephant","gree, sky, cloud","stick, tree, pants","black, ice, snow","colour, brown, green","apple, nature, tree","green, red, dress","colour, flower, purple","colour, blue, green","disintrest, fun, passion","enjoy, joy, happy","joy, happy, proud","happy, sad, fun","happy, sad, full","inspire, leader, follow","red, purple, passion","joy, happy, fulfilment","love, emotion, happy","flower, colour, lavender","happy, sad, joy","happy, cry, upset","upset, sad, regret","sad, disappointment, upset","upset, sad, shame","sad, upset, let-down","Stuck, lost, island","scared, sad, run","gross, sad, mold","sad, angry, upset","love, anger, fun","sad, red, aggression",Student,English,8 (Fluent),,Australia,Australia
2902,2021-05-27 05:56:58,65,en,,2021-05-27 05:50:48,2021-05-27 05:56:58,Female,19,Yes,wood,yellow,white,gas,scissors,Fluffy,fat,tail,violence,hoodie,sleep,maccas,long,sign,climb,big,faint,rabbits,sheep,hard,long neck,tail,cave,green,purple,little,stripes,sun,orange,night,apple,cat,blueberry,dirt,blakc,bra,tree,girl,purple,green blue,netball,park,Achievement,Christmas,happy,love,heart,end of exams,empathy,rug,food,blue,sick,guilt,regret,slim dusty,5,scared,hate,peace,running,red,Student,english,8 (Fluent),,Australia,Australia
2903,2021-05-27 09:49:19,65,en,,2021-05-27 09:15:01,2021-05-27 09:49:19,Male,31,Yes,"travel, wicker, fruit","muse, hole, tasty","strife, sky, shape","mercury, wine, sake","bite, iron, pain","asshole, black, scratch","friend, loyalty, family","animal, therapy, warm","home, relationship, comfortable","robin, in, hidden","boring, safe, stagnant","ankh, meaning, personal","empty, hollow, alone","lake, alone, wild","steps, up, rungs","room, big, trumpet","up, spin, woah","damage, pokemon, purple","yellow, smell, feed","rules, standard, correct","tall, spots, long","small, nuts, chatter","alone, cold, empty","dog, green, vegetable","flower, purple, color","computer, pet, warm","natural, lithe, powerful","flower, sun, daylight","fruit, color, citrus","death, reaper, home","brother, fire, blood","drab, rain, happy","carlton, navy, deep","animal, bear, dirt","cold, bright, heaven","boring, brown, basic","grass, nature, knight","girly, flower, soft","purple, flower, drape","turtle, gem, green","time, art, curiosity","satiricle, humerous, chuckle","lion, tall, confidence","happy, smile, good","work, success, productive","goal, target, envy","fake, heart, words","relax, release, end","useful, friendly, hug","rain, gay, lavender","temporary, good, endorphins","blue, down, dreary","trip, abuse, tool","shame, pain, past","pain, disappointment, honor","sad, lacking, shame","school, red, earthy","task, challenge, cold","beneath, filth, yuck","disgust, above, dirt","taste, metalic, loath","heat, safe, rage",Massage Therapist,English,8 (Fluent),,Australia,Australia
2904,2021-05-29 09:19:17,65,en,,2021-05-29 09:02:47,2021-05-29 09:19:17,Female,43,Yes,"eggs, carry, fruit","yellow, hard, mouse","white, sky, fluffy","pour, cup, thirst","polish, hammer, bite","mouse, whiskers, meow","bark, pat, walk","hay, neigh, farm","chores, home, life","cape, red, dementor","tasks, timetable, daily","peace, sign,","hallway, passage, walk","calm, white, dove","up, climb, high","trunk, grey, ears","faint, vertigo, spinning","die, choke, vomit","horse, farm, feed","numbers, calculate, graph","tall, legs, africa","nuts, pest, tree","sound, loud, cave","jack, beanstalk, peas","purple, spring","small, grey, fast","stripes, orange, growl","sun, sunflower, corn","bright, fruit, mandarin","dark, colour, mood","fire, anger, love","elephant, mouse, clouds","sky, sea, eyes","hair, eyes, shoes","colour, pure, linen","boring, neutral, bland","trees, leaves, lawn","flowers, cupcakes, girl","flowers, purple, spring","sea, calm, green","hobby, bank, mortgage","happy, laugh, fun","proud, parents, children","sun, happy, exuberant","satisfaction, enjoyment, love","hero, regard, esteem","heart, family, emotion","sigh, phew,","feeling, thought, selfless","violet, lavender, flowers","fun, happy, enjoy","tears, cry, tissues","emotion, shame, wrong","disappoint, shame, fail","disappointment, embarrassment, feeling","unhappy, unfair, rejection","red, wine, rugby","scared, shaking, darkness","foul, nausea, vile","hate, annoy, ruthless","anger, loathe, detest","rage, shout, scream",Student,English,8 (Fluent),,Australia,Australia
2906,2021-05-31 09:39:53,65,en,,2021-05-31 09:33:53,2021-05-31 09:39:53,Female,19,Yes,picnic,dairy,nine,water,cutter,lion,cats,shoe,dogs,jumper,alarm,sign,ally,happiness,tall,ears,nausea,apple,fever,algebra,zoo,nuts,cave,cans,purple,rat,lion,sun,fruit,white,lipstick,scale,sky,dirt,simple,shades,grass,bright,purple,colour,reading,party,happy,happiness,happiness,satisfaction,heart,tired,heartfelt,colour,happy,tears,sad,upset,black,sadness,red,heights,vomit,satisfaction,anger,emotion,Studying at University,Gujarati,8 (Fluent),,India,Australia
2912,2021-07-05 03:20:14,65,fr,,2021-07-05 03:11:12,2021-07-05 03:20:14,Female,24,Yes,osier,france vin camembert,gris temps beau,eau soupe café,griffe,pates beau noir,pattes fidèle,sabot,chat chien soubrette,chaperon rouge,fatigue ennui,voiture,long,suisse,Richter,trompe oreille asie afrique,moi,dior,puanteur moutin blé,difficile,long cou,noisettes canada stressé,mont,beurk,violet beau,Rat SALE GRIS,bengale blanc beau,soleil banane,fruit,classe élégant,passion sexy,souris nuage londre,Ciel Garçon,ours,neige,camel,couleur herbe courgette,couleur fleur rouge,couleur,yeux mer,commun,plaisir,malplacée amour,rire aimer,nothing,yeux qui brille,rouge passion dispute,récompense,moi,/,sexe chocolat,mort pleurs,maman,aucun,stresse assemblée,tristesse,chocolat,cafard vertige anxiete,depression fatigue,COLLEGUES,mechant,rage,Publicitaire,Français,8 (Fluent),,Algérie,Algerie
